,evaluations,method,classifier,dataset,performance
838,40,Wrapper_Fishburn,LogisticRegression,0,0.91
839,41,Wrapper_Fishburn,LogisticRegression,0,0.91
840,42,Wrapper_Fishburn,LogisticRegression,0,0.91
841,43,Wrapper_Fishburn,LogisticRegression,0,0.91
842,44,Wrapper_Fishburn,LogisticRegression,0,0.91
843,45,Wrapper_Fishburn,LogisticRegression,0,0.913
844,46,Wrapper_Fishburn,LogisticRegression,0,0.913
845,47,Wrapper_Fishburn,LogisticRegression,0,0.913
846,48,Wrapper_Fishburn,LogisticRegression,0,0.913
847,49,Wrapper_Fishburn,LogisticRegression,0,0.913
848,50,Wrapper_Fishburn,LogisticRegression,0,0.913
849,51,Wrapper_Fishburn,LogisticRegression,0,0.913
850,52,Wrapper_Fishburn,LogisticRegression,0,0.913
851,53,Wrapper_Fishburn,LogisticRegression,0,0.915
852,54,Wrapper_Fishburn,LogisticRegression,0,0.915
853,55,Wrapper_Fishburn,LogisticRegression,0,0.915
854,56,Wrapper_Fishburn,LogisticRegression,0,0.915
855,57,Wrapper_Fishburn,LogisticRegression,0,0.915
856,58,Wrapper_Fishburn,LogisticRegression,0,0.915
857,59,Wrapper_Fishburn,LogisticRegression,0,0.915
858,60,Wrapper_Fishburn,LogisticRegression,0,0.915
859,61,Wrapper_Fishburn,LogisticRegression,0,0.915
860,62,Wrapper_Fishburn,LogisticRegression,0,0.915
861,63,Wrapper_Fishburn,LogisticRegression,0,0.915
862,64,Wrapper_Fishburn,LogisticRegression,0,0.915
863,65,Wrapper_Fishburn,LogisticRegression,0,0.915
864,66,Wrapper_Fishburn,LogisticRegression,0,0.915
865,67,Wrapper_Fishburn,LogisticRegression,0,0.915
866,68,Wrapper_Fishburn,LogisticRegression,0,0.915
867,69,Wrapper_Fishburn,LogisticRegression,0,0.915
868,70,Wrapper_Fishburn,LogisticRegression,0,0.915
869,71,Wrapper_Fishburn,LogisticRegression,0,0.915
870,72,Wrapper_Fishburn,LogisticRegression,0,0.915
871,73,Wrapper_Fishburn,LogisticRegression,0,0.915
872,74,Wrapper_Fishburn,LogisticRegression,0,0.915
873,75,Wrapper_Fishburn,LogisticRegression,0,0.915
874,76,Wrapper_Fishburn,LogisticRegression,0,0.915
875,77,Wrapper_Fishburn,LogisticRegression,0,0.915
876,78,Wrapper_Fishburn,LogisticRegression,0,0.915
877,79,Wrapper_Fishburn,LogisticRegression,0,0.915
878,80,Wrapper_Fishburn,LogisticRegression,0,0.915
879,81,Wrapper_Fishburn,LogisticRegression,0,0.915
880,82,Wrapper_Fishburn,LogisticRegression,0,0.915
881,83,Wrapper_Fishburn,LogisticRegression,0,0.915
882,84,Wrapper_Fishburn,LogisticRegression,0,0.915
883,85,Wrapper_Fishburn,LogisticRegression,0,0.915
884,86,Wrapper_Fishburn,LogisticRegression,0,0.915
885,87,Wrapper_Fishburn,LogisticRegression,0,0.915
886,88,Wrapper_Fishburn,LogisticRegression,0,0.915
887,89,Wrapper_Fishburn,LogisticRegression,0,0.915
888,90,Wrapper_Fishburn,LogisticRegression,0,0.915
889,91,Wrapper_Fishburn,LogisticRegression,0,0.915
890,92,Wrapper_Fishburn,LogisticRegression,0,0.915
891,93,Wrapper_Fishburn,LogisticRegression,0,0.915
892,94,Wrapper_Fishburn,LogisticRegression,0,0.915
893,95,Wrapper_Fishburn,LogisticRegression,0,0.915
894,96,Wrapper_Fishburn,LogisticRegression,0,0.915
895,97,Wrapper_Fishburn,LogisticRegression,0,0.915
896,98,Wrapper_Fishburn,LogisticRegression,0,0.915
897,99,Wrapper_Fishburn,LogisticRegression,0,0.915
898,100,Wrapper_Fishburn,LogisticRegression,0,0.915
899,101,Wrapper_Fishburn,LogisticRegression,0,0.915
900,6,Wrapper_NSGA2,MLPClassifier,0,0.956
901,6,Wrapper_NSGA2,MLPClassifier,0,0.956
902,6,Wrapper_NSGA2,MLPClassifier,0,0.956
903,6,Wrapper_NSGA2,MLPClassifier,0,0.956
904,10,Wrapper_NSGA2,MLPClassifier,0,0.96
905,10,Wrapper_NSGA2,MLPClassifier,0,0.96
906,12,Wrapper_NSGA2,MLPClassifier,0,0.963
907,13,Wrapper_NSGA2,MLPClassifier,0,0.963
908,13,Wrapper_NSGA2,MLPClassifier,0,0.963
909,15,Wrapper_NSGA2,MLPClassifier,0,0.963
910,16,Wrapper_NSGA2,MLPClassifier,0,0.963
911,20,Wrapper_NSGA2,MLPClassifier,0,0.963
912,20,Wrapper_NSGA2,MLPClassifier,0,0.963
913,22,Wrapper_NSGA2,MLPClassifier,0,0.963
914,25,Wrapper_NSGA2,MLPClassifier,0,0.964
915,25,Wrapper_NSGA2,MLPClassifier,0,0.964
916,28,Wrapper_NSGA2,MLPClassifier,0,0.965
917,30,Wrapper_NSGA2,MLPClassifier,0,0.965
918,32,Wrapper_NSGA2,MLPClassifier,0,0.965
919,34,Wrapper_NSGA2,MLPClassifier,0,0.965
920,36,Wrapper_NSGA2,MLPClassifier,0,0.967
921,37,Wrapper_NSGA2,MLPClassifier,0,0.967
922,37,Wrapper_NSGA2,MLPClassifier,0,0.967
923,38,Wrapper_NSGA2,MLPClassifier,0,0.967
924,40,Wrapper_NSGA2,MLPClassifier,0,0.967
925,45,Wrapper_NSGA2,MLPClassifier,0,0.967
926,47,Wrapper_NSGA2,MLPClassifier,0,0.967
927,47,Wrapper_NSGA2,MLPClassifier,0,0.967
928,47,Wrapper_NSGA2,MLPClassifier,0,0.967
929,48,Wrapper_NSGA2,MLPClassifier,0,0.967
930,52,Wrapper_NSGA2,MLPClassifier,0,0.967
931,53,Wrapper_NSGA2,MLPClassifier,0,0.967
932,53,Wrapper_NSGA2,MLPClassifier,0,0.967
933,55,Wrapper_NSGA2,MLPClassifier,0,0.967
934,55,Wrapper_NSGA2,MLPClassifier,0,0.967
935,56,Wrapper_NSGA2,MLPClassifier,0,0.967
936,59,Wrapper_NSGA2,MLPClassifier,0,0.967
937,60,Wrapper_NSGA2,MLPClassifier,0,0.967
938,64,Wrapper_NSGA2,MLPClassifier,0,0.967
939,65,Wrapper_NSGA2,MLPClassifier,0,0.967
940,68,Wrapper_NSGA2,MLPClassifier,0,0.967
941,71,Wrapper_NSGA2,MLPClassifier,0,0.967
942,71,Wrapper_NSGA2,MLPClassifier,0,0.967
943,71,Wrapper_NSGA2,MLPClassifier,0,0.967
944,74,Wrapper_NSGA2,MLPClassifier,0,0.967
945,76,Wrapper_NSGA2,MLPClassifier,0,0.967
946,77,Wrapper_NSGA2,MLPClassifier,0,0.967
947,77,Wrapper_NSGA2,MLPClassifier,0,0.967
948,78,Wrapper_NSGA2,MLPClassifier,0,0.967
949,79,Wrapper_NSGA2,MLPClassifier,0,0.967
950,80,Wrapper_NSGA2,MLPClassifier,0,0.967
951,81,Wrapper_NSGA2,MLPClassifier,0,0.967
952,81,Wrapper_NSGA2,MLPClassifier,0,0.967
953,82,Wrapper_NSGA2,MLPClassifier,0,0.967
954,82,Wrapper_NSGA2,MLPClassifier,0,0.967
955,83,Wrapper_NSGA2,MLPClassifier,0,0.967
956,84,Wrapper_NSGA2,MLPClassifier,0,0.967
957,85,Wrapper_NSGA2,MLPClassifier,0,0.968
958,86,Wrapper_NSGA2,MLPClassifier,0,0.968
959,86,Wrapper_NSGA2,MLPClassifier,0,0.968
960,89,Wrapper_NSGA2,MLPClassifier,0,0.97
961,89,Wrapper_NSGA2,MLPClassifier,0,0.97
962,89,Wrapper_NSGA2,MLPClassifier,0,0.97
963,91,Wrapper_NSGA2,MLPClassifier,0,0.97
964,93,Wrapper_NSGA2,MLPClassifier,0,0.97
965,95,Wrapper_NSGA2,MLPClassifier,0,0.97
966,96,Wrapper_NSGA2,MLPClassifier,0,0.97
967,98,Wrapper_NSGA2,MLPClassifier,0,0.97
968,98,Wrapper_NSGA2,MLPClassifier,0,0.97
969,99,Wrapper_NSGA2,MLPClassifier,0,0.97
970,101,Wrapper_NSGA2,MLPClassifier,0,0.97
971,103,Wrapper_NSGA2,MLPClassifier,0,0.971
972,105,Wrapper_NSGA2,MLPClassifier,0,0.971
973,106,Wrapper_NSGA2,MLPClassifier,0,0.971
974,107,Wrapper_NSGA2,MLPClassifier,0,0.971
975,109,Wrapper_NSGA2,MLPClassifier,0,0.971
976,111,Wrapper_NSGA2,MLPClassifier,0,0.971
977,112,Wrapper_NSGA2,MLPClassifier,0,0.971
978,113,Wrapper_NSGA2,MLPClassifier,0,0.971
979,115,Wrapper_NSGA2,MLPClassifier,0,0.971
980,116,Wrapper_NSGA2,MLPClassifier,0,0.971
981,118,Wrapper_NSGA2,MLPClassifier,0,0.971
982,121,Wrapper_NSGA2,MLPClassifier,0,0.971
983,122,Wrapper_NSGA2,MLPClassifier,0,0.971
984,123,Wrapper_NSGA2,MLPClassifier,0,0.971
985,124,Wrapper_NSGA2,MLPClassifier,0,0.971
986,124,Wrapper_NSGA2,MLPClassifier,0,0.971
987,125,Wrapper_NSGA2,MLPClassifier,0,0.971
988,127,Wrapper_NSGA2,MLPClassifier,0,0.971
989,129,Wrapper_NSGA2,MLPClassifier,0,0.971
990,133,Wrapper_NSGA2,MLPClassifier,0,0.971
991,133,Wrapper_NSGA2,MLPClassifier,0,0.971
992,134,Wrapper_NSGA2,MLPClassifier,0,0.971
993,135,Wrapper_NSGA2,MLPClassifier,0,0.971
994,136,Wrapper_NSGA2,MLPClassifier,0,0.971
995,137,Wrapper_NSGA2,MLPClassifier,0,0.971
996,137,Wrapper_NSGA2,MLPClassifier,0,0.971
997,140,Wrapper_NSGA2,MLPClassifier,0,0.971
998,140,Wrapper_NSGA2,MLPClassifier,0,0.971
999,141,Wrapper_NSGA2,MLPClassifier,0,0.971
1000,1,Wrapper_Model,MLPClassifier,0,0.848
1001,2,Wrapper_Model,MLPClassifier,0,0.849
1002,3,Wrapper_Model,MLPClassifier,0,0.925
1003,4,Wrapper_Model,MLPClassifier,0,0.953
1004,5,Wrapper_Model,MLPClassifier,0,0.954
1005,6,Wrapper_Model,MLPClassifier,0,0.954
1006,7,Wrapper_Model,MLPClassifier,0,0.954
1007,8,Wrapper_Model,MLPClassifier,0,0.954
1008,9,Wrapper_Model,MLPClassifier,0,0.954
1009,10,Wrapper_Model,MLPClassifier,0,0.954
1010,11,Wrapper_Model,MLPClassifier,0,0.954
1011,12,Wrapper_Model,MLPClassifier,0,0.954
1012,13,Wrapper_Model,MLPClassifier,0,0.965
1013,14,Wrapper_Model,MLPClassifier,0,0.965
1014,15,Wrapper_Model,MLPClassifier,0,0.965
1015,16,Wrapper_Model,MLPClassifier,0,0.965
1016,17,Wrapper_Model,MLPClassifier,0,0.965
1017,18,Wrapper_Model,MLPClassifier,0,0.965
1018,19,Wrapper_Model,MLPClassifier,0,0.965
1019,20,Wrapper_Model,MLPClassifier,0,0.965
1020,21,Wrapper_Model,MLPClassifier,0,0.965
1021,22,Wrapper_Model,MLPClassifier,0,0.965
1022,23,Wrapper_Model,MLPClassifier,0,0.965
1023,24,Wrapper_Model,MLPClassifier,0,0.965
1024,25,Wrapper_Model,MLPClassifier,0,0.965
1025,26,Wrapper_Model,MLPClassifier,0,0.965
1026,27,Wrapper_Model,MLPClassifier,0,0.965
1027,28,Wrapper_Model,MLPClassifier,0,0.965
1028,29,Wrapper_Model,MLPClassifier,0,0.965
1029,30,Wrapper_Model,MLPClassifier,0,0.965
1030,31,Wrapper_Model,MLPClassifier,0,0.965
1031,32,Wrapper_Model,MLPClassifier,0,0.965
1032,33,Wrapper_Model,MLPClassifier,0,0.965
1033,34,Wrapper_Model,MLPClassifier,0,0.965
1034,35,Wrapper_Model,MLPClassifier,0,0.965
1035,36,Wrapper_Model,MLPClassifier,0,0.965
1036,37,Wrapper_Model,MLPClassifier,0,0.965
1037,38,Wrapper_Model,MLPClassifier,0,0.965
1038,39,Wrapper_Model,MLPClassifier,0,0.965
1039,40,Wrapper_Model,MLPClassifier,0,0.965
1040,41,Wrapper_Model,MLPClassifier,0,0.965
1041,42,Wrapper_Model,MLPClassifier,0,0.965
1042,43,Wrapper_Model,MLPClassifier,0,0.965
1043,44,Wrapper_Model,MLPClassifier,0,0.965
1044,45,Wrapper_Model,MLPClassifier,0,0.965
1045,46,Wrapper_Model,MLPClassifier,0,0.965
1046,47,Wrapper_Model,MLPClassifier,0,0.965
1047,48,Wrapper_Model,MLPClassifier,0,0.965
1048,49,Wrapper_Model,MLPClassifier,0,0.965
1049,50,Wrapper_Model,MLPClassifier,0,0.965
1050,51,Wrapper_Model,MLPClassifier,0,0.965
1051,52,Wrapper_Model,MLPClassifier,0,0.965
1052,53,Wrapper_Model,MLPClassifier,0,0.965
1053,54,Wrapper_Model,MLPClassifier,0,0.965
1054,55,Wrapper_Model,MLPClassifier,0,0.965
1055,56,Wrapper_Model,MLPClassifier,0,0.965
1056,57,Wrapper_Model,MLPClassifier,0,0.965
1057,58,Wrapper_Model,MLPClassifier,0,0.965
1058,59,Wrapper_Model,MLPClassifier,0,0.965
1059,60,Wrapper_Model,MLPClassifier,0,0.965
1060,61,Wrapper_Model,MLPClassifier,0,0.965
1061,62,Wrapper_Model,MLPClassifier,0,0.965
1062,63,Wrapper_Model,MLPClassifier,0,0.965
1063,64,Wrapper_Model,MLPClassifier,0,0.965
1064,65,Wrapper_Model,MLPClassifier,0,0.965
1065,66,Wrapper_Model,MLPClassifier,0,0.965
1066,67,Wrapper_Model,MLPClassifier,0,0.965
1067,68,Wrapper_Model,MLPClassifier,0,0.965
1068,69,Wrapper_Model,MLPClassifier,0,0.965
1069,70,Wrapper_Model,MLPClassifier,0,0.965
1070,71,Wrapper_Model,MLPClassifier,0,0.965
1071,72,Wrapper_Model,MLPClassifier,0,0.965
1072,73,Wrapper_Model,MLPClassifier,0,0.965
1073,74,Wrapper_Model,MLPClassifier,0,0.965
1074,75,Wrapper_Model,MLPClassifier,0,0.965
1075,76,Wrapper_Model,MLPClassifier,0,0.965
1076,77,Wrapper_Model,MLPClassifier,0,0.965
1077,78,Wrapper_Model,MLPClassifier,0,0.965
1078,79,Wrapper_Model,MLPClassifier,0,0.965
1079,80,Wrapper_Model,MLPClassifier,0,0.965
1080,81,Wrapper_Model,MLPClassifier,0,0.965
1081,82,Wrapper_Model,MLPClassifier,0,0.965
1082,83,Wrapper_Model,MLPClassifier,0,0.965
1083,84,Wrapper_Model,MLPClassifier,0,0.965
1084,85,Wrapper_Model,MLPClassifier,0,0.965
1085,86,Wrapper_Model,MLPClassifier,0,0.965
1086,87,Wrapper_Model,MLPClassifier,0,0.965
1087,88,Wrapper_Model,MLPClassifier,0,0.965
1088,89,Wrapper_Model,MLPClassifier,0,0.965
1089,90,Wrapper_Model,MLPClassifier,0,0.965
1090,91,Wrapper_Model,MLPClassifier,0,0.965
1091,92,Wrapper_Model,MLPClassifier,0,0.965
1092,93,Wrapper_Model,MLPClassifier,0,0.965
1093,94,Wrapper_Model,MLPClassifier,0,0.965
1094,95,Wrapper_Model,MLPClassifier,0,0.965
1095,96,Wrapper_Model,MLPClassifier,0,0.965
1096,97,Wrapper_Model,MLPClassifier,0,0.965
1097,98,Wrapper_Model,MLPClassifier,0,0.965
1098,99,Wrapper_Model,MLPClassifier,0,0.965
1099,100,Wrapper_Model,MLPClassifier,0,0.965
1100,2,Wrapper_Fishburn,MLPClassifier,0,0.943
1101,3,Wrapper_Fishburn,MLPClassifier,0,0.943
1102,4,Wrapper_Fishburn,MLPClassifier,0,0.943
1103,5,Wrapper_Fishburn,MLPClassifier,0,0.943
1104,6,Wrapper_Fishburn,MLPClassifier,0,0.943
1105,7,Wrapper_Fishburn,MLPClassifier,0,0.943
1106,8,Wrapper_Fishburn,MLPClassifier,0,0.943
1107,9,Wrapper_Fishburn,MLPClassifier,0,0.943
1108,10,Wrapper_Fishburn,MLPClassifier,0,0.953
1109,11,Wrapper_Fishburn,MLPClassifier,0,0.953
1110,12,Wrapper_Fishburn,MLPClassifier,0,0.953
1111,13,Wrapper_Fishburn,MLPClassifier,0,0.953
1112,14,Wrapper_Fishburn,MLPClassifier,0,0.953
1113,15,Wrapper_Fishburn,MLPClassifier,0,0.953
1114,16,Wrapper_Fishburn,MLPClassifier,0,0.953
1115,17,Wrapper_Fishburn,MLPClassifier,0,0.954
1116,18,Wrapper_Fishburn,MLPClassifier,0,0.954
1117,19,Wrapper_Fishburn,MLPClassifier,0,0.954
1118,20,Wrapper_Fishburn,MLPClassifier,0,0.954
1119,21,Wrapper_Fishburn,MLPClassifier,0,0.954
1120,22,Wrapper_Fishburn,MLPClassifier,0,0.954
1121,23,Wrapper_Fishburn,MLPClassifier,0,0.954
1122,24,Wrapper_Fishburn,MLPClassifier,0,0.954
1123,25,Wrapper_Fishburn,MLPClassifier,0,0.954
1124,26,Wrapper_Fishburn,MLPClassifier,0,0.954
1125,27,Wrapper_Fishburn,MLPClassifier,0,0.954
1126,28,Wrapper_Fishburn,MLPClassifier,0,0.954
1127,29,Wrapper_Fishburn,MLPClassifier,0,0.954
1128,30,Wrapper_Fishburn,MLPClassifier,0,0.954
1129,31,Wrapper_Fishburn,MLPClassifier,0,0.954
1130,32,Wrapper_Fishburn,MLPClassifier,0,0.954
1131,33,Wrapper_Fishburn,MLPClassifier,0,0.954
1132,34,Wrapper_Fishburn,MLPClassifier,0,0.954
1133,35,Wrapper_Fishburn,MLPClassifier,0,0.954
1134,36,Wrapper_Fishburn,MLPClassifier,0,0.954
1135,37,Wrapper_Fishburn,MLPClassifier,0,0.954
1136,38,Wrapper_Fishburn,MLPClassifier,0,0.954
1137,39,Wrapper_Fishburn,MLPClassifier,0,0.954
1138,40,Wrapper_Fishburn,MLPClassifier,0,0.954
1139,41,Wrapper_Fishburn,MLPClassifier,0,0.954
1140,42,Wrapper_Fishburn,MLPClassifier,0,0.954
1141,43,Wrapper_Fishburn,MLPClassifier,0,0.954
1142,44,Wrapper_Fishburn,MLPClassifier,0,0.954
1143,45,Wrapper_Fishburn,MLPClassifier,0,0.954
1144,46,Wrapper_Fishburn,MLPClassifier,0,0.954
1145,47,Wrapper_Fishburn,MLPClassifier,0,0.954
1146,48,Wrapper_Fishburn,MLPClassifier,0,0.954
1147,49,Wrapper_Fishburn,MLPClassifier,0,0.954
1148,50,Wrapper_Fishburn,MLPClassifier,0,0.954
1149,51,Wrapper_Fishburn,MLPClassifier,0,0.954
1150,52,Wrapper_Fishburn,MLPClassifier,0,0.954
1151,53,Wrapper_Fishburn,MLPClassifier,0,0.961
1152,54,Wrapper_Fishburn,MLPClassifier,0,0.961
1153,55,Wrapper_Fishburn,MLPClassifier,0,0.961
1154,56,Wrapper_Fishburn,MLPClassifier,0,0.961
1155,57,Wrapper_Fishburn,MLPClassifier,0,0.961
1156,58,Wrapper_Fishburn,MLPClassifier,0,0.961
1157,59,Wrapper_Fishburn,MLPClassifier,0,0.961
1158,60,Wrapper_Fishburn,MLPClassifier,0,0.961
1159,61,Wrapper_Fishburn,MLPClassifier,0,0.961
1160,62,Wrapper_Fishburn,MLPClassifier,0,0.961
1161,63,Wrapper_Fishburn,MLPClassifier,0,0.961
1162,64,Wrapper_Fishburn,MLPClassifier,0,0.961
1163,65,Wrapper_Fishburn,MLPClassifier,0,0.961
1164,66,Wrapper_Fishburn,MLPClassifier,0,0.961
1165,67,Wrapper_Fishburn,MLPClassifier,0,0.961
1166,68,Wrapper_Fishburn,MLPClassifier,0,0.961
1167,69,Wrapper_Fishburn,MLPClassifier,0,0.961
1168,70,Wrapper_Fishburn,MLPClassifier,0,0.961
1169,71,Wrapper_Fishburn,MLPClassifier,0,0.961
1170,72,Wrapper_Fishburn,MLPClassifier,0,0.961
1171,73,Wrapper_Fishburn,MLPClassifier,0,0.961
1172,74,Wrapper_Fishburn,MLPClassifier,0,0.961
1173,75,Wrapper_Fishburn,MLPClassifier,0,0.961
1174,76,Wrapper_Fishburn,MLPClassifier,0,0.961
1175,77,Wrapper_Fishburn,MLPClassifier,0,0.961
1176,78,Wrapper_Fishburn,MLPClassifier,0,0.961
1177,79,Wrapper_Fishburn,MLPClassifier,0,0.961
1178,80,Wrapper_Fishburn,MLPClassifier,0,0.961
1179,81,Wrapper_Fishburn,MLPClassifier,0,0.961
1180,82,Wrapper_Fishburn,MLPClassifier,0,0.961
1181,83,Wrapper_Fishburn,MLPClassifier,0,0.961
1182,84,Wrapper_Fishburn,MLPClassifier,0,0.961
1183,85,Wrapper_Fishburn,MLPClassifier,0,0.961
1184,86,Wrapper_Fishburn,MLPClassifier,0,0.961
1185,87,Wrapper_Fishburn,MLPClassifier,0,0.961
1186,88,Wrapper_Fishburn,MLPClassifier,0,0.961
1187,89,Wrapper_Fishburn,MLPClassifier,0,0.961
1188,90,Wrapper_Fishburn,MLPClassifier,0,0.961
1189,91,Wrapper_Fishburn,MLPClassifier,0,0.961
1190,92,Wrapper_Fishburn,MLPClassifier,0,0.961
1191,93,Wrapper_Fishburn,MLPClassifier,0,0.961
1192,94,Wrapper_Fishburn,MLPClassifier,0,0.961
1193,95,Wrapper_Fishburn,MLPClassifier,0,0.961
1194,96,Wrapper_Fishburn,MLPClassifier,0,0.961
1195,97,Wrapper_Fishburn,MLPClassifier,0,0.961
1196,98,Wrapper_Fishburn,MLPClassifier,0,0.961
1197,99,Wrapper_Fishburn,MLPClassifier,0,0.961
1198,100,Wrapper_Fishburn,MLPClassifier,0,0.961
